id:ID,mention,frequency:int,node_type:LABEL,sections
130,Cepheid,1,GENE_PRODUCT,On-orbit quantitative PCR analyses
133,GraphPad,1,GENE_PRODUCT,On-orbit quantitative PCR analyses
134,ANOVA,1,GENE_PRODUCT,On-orbit quantitative PCR analyses
135,Grubb,1,GENE_PRODUCT,On-orbit quantitative PCR analyses
136,qPCR,1,GENE_PRODUCT,qPCR in microgravity
138,Assays,1,GENE_PRODUCT,qPCR in microgravity
139,Cepheid,1,GENE_PRODUCT,qPCR in microgravity
141,qPCR,1,GENE_PRODUCT,qPCR in microgravity
142,ISS,1,GENE_PRODUCT,qPCR in microgravity
143,qPCR,1,GENE_PRODUCT,qPCR in microgravity
145,qPCR,1,GENE_PRODUCT,qPCR in microgravity
147,Microgravity,1,PHENOTYPE,qPCR in microgravity
148,NTC,1,GENE_PRODUCT,qPCR in microgravity
149,NTC,1,GENE_PRODUCT,qPCR in microgravity
152,Boxcar,1,GENE_PRODUCT,qPCR in microgravity
154,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
155,ANOVA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
156,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
157,ISS,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
159,SPM,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
160,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
161,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
162,SPM,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
163,SPM,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
164,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
165,SPM,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
166,Qiagen,1,REAGENT,RNA sample prep and RT-qPCR analysis in microgravity
167,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
168,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
170,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
171,ISS,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
172,qPCR,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
173,ISS,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
174,FAM,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
176,RNA,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
177,rpl19,1,GENE_PRODUCT,RNA sample prep and RT-qPCR analysis in microgravity
178,FAM,1,GENE_PRODUCT,Repeat run of E. coli RNA isolation and bubble mitigation
179,ISS,1,GENE_PRODUCT,DISCUSSION
180,ISS,1,GENE_PRODUCT,DISCUSSION
182,RNA,1,GENE_PRODUCT,DISCUSSION
183,ISS,1,GENE_PRODUCT,DISCUSSION
184,Cepheid,1,GENE_PRODUCT,DISCUSSION
186,ISS,1,GENE_PRODUCT,DISCUSSION
187,RNA,1,GENE_PRODUCT,DISCUSSION
188,RNA,1,GENE_PRODUCT,DISCUSSION
189,RNA,1,GENE_PRODUCT,DISCUSSION
190,SPM,1,GENE_PRODUCT,DISCUSSION
192,RNA,1,GENE_PRODUCT,DISCUSSION
193,DNase,1,REAGENT,DISCUSSION
195,qPCR,1,GENE_PRODUCT,DISCUSSION
196,qPCR,1,GENE_PRODUCT,DISCUSSION
197,qPCR,1,GENE_PRODUCT,DISCUSSION
198,RNA,1,GENE_PRODUCT,DISCUSSION
199,SPM,1,GENE_PRODUCT,DISCUSSION
200,qPCR,1,GENE_PRODUCT,DISCUSSION
201,RNA,1,GENE_PRODUCT,DISCUSSION
202,SPM,1,GENE_PRODUCT,and S1 Table
203,qPCR,1,GENE_PRODUCT,and S1 Table
204,RNA,1,GENE_PRODUCT,and S1 Table
205,ISS,1,GENE_PRODUCT,and S1 Table
207,RNA,1,GENE_PRODUCT,and S1 Table
209,ISS,1,GENE_PRODUCT,and S1 Table
210,Duplex,1,GENE_PRODUCT,and S1 Table
211,Triplex,1,GENE_PRODUCT,and S1 Table
PUB_PMC5587110,PMC5587110,1,PUBLICATION,
