id:ID,mention,frequency:int,node_type:LABEL,sections
105,FYN,1,GENE_PRODUCT,INTRODUCTION
106,reactive oxygen species,1,EXPERIMENT,INTRODUCTION
107,ROS,1,GENE_PRODUCT,INTRODUCTION
108,ROS,1,GENE_PRODUCT,INTRODUCTION
109,ROS,1,GENE_PRODUCT,INTRODUCTION
110,FYN,1,GENE_PRODUCT,INTRODUCTION
111,Src,1,GENE_PRODUCT,INTRODUCTION
112,ROS,1,GENE_PRODUCT,INTRODUCTION
113,immune receptor,1,EXPERIMENT,INTRODUCTION
114,myelination,1,EXPERIMENT,INTRODUCTION
115,central nervous system,1,EXPERIMENT,INTRODUCTION
116,FYN,1,GENE_PRODUCT,INTRODUCTION
118,ROS,1,GENE_PRODUCT,INTRODUCTION
119,ROS,1,GENE_PRODUCT,INTRODUCTION
120,HUVEC,1,GENE_PRODUCT,INTRODUCTION
121,ISS,1,GENE_PRODUCT,INTRODUCTION
122,LEO,1,GENE_PRODUCT,INTRODUCTION
123,molecular response,1,PHENOTYPE,INTRODUCTION
124,LEO,1,GENE_PRODUCT,INTRODUCTION
125,HUVEC,1,GENE_PRODUCT,INTRODUCTION
126,ISS,1,GENE_PRODUCT,INTRODUCTION
127,LEO,1,GENE_PRODUCT,INTRODUCTION
128,HZE,1,GENE_PRODUCT,INTRODUCTION
129,LEO,1,GENE_PRODUCT,INTRODUCTION
130,recapit,1,GENE_PRODUCT,INTRODUCTION
131,GeneLab,1,GENE_PRODUCT,INTRODUCTION
132,cardiovascular system,1,ANATOMICAL_SITE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
133,GeneLab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
134,900 mGy proton,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
135,1 GeV,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
136,150 mGy 56 Fe,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
137,1 GeV/n,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
138,cardiomyocytes,1,CELL_TYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
139,GeneLab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
140,spaceflight study,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
141,HUVECs,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
142,ISS,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
143,HUVEC controls,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
144,GLDS-52 dataset,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
145,culture,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
146,HUVEC,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
147,ISS,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
148,analysis,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
149,radiation studies,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
150,t-test analysis,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
151,p-value,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
152,proton study,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
153,Fe study,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
154,spaceflight study,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
158,false discovery rate,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
159,proton study,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
160,Fe study,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
161,7 or 12,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
162,spaceflight study,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
163,regulated,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
164,FDR,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
166,FDR,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
167,ground studies data,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
168,Coleman,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
169,5220 significant genes,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
170,1651 significant,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
171,proton dataset,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
172,p-value cutoff of,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
175,1538 significant genes,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
177,FDR,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
178,reproduce,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
179,Coleman,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
180,microarray analysis,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
181,Genelab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
182,RNAseq,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
183,replicate,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
184,GeneLab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
185,GeneLab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
186,GeneLab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
187,Gene,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
188,Lab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
189,GeneLab,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
190,differences,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
191,principal,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
192,control,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
193,samples,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
194,greatest separation,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
195,cardiomyocytes,1,CELL_TYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
196,principle component 2 (PC2,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
197,protons,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
198,Fe ions,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
199,negative,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
200,y control,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
201,HUVECs,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
202,ISS,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
203,cleaner separation,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
204,PCA,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
205,0 Gy controls,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
206,gene signature,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
207,changing,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
208,distinct,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
209,regulated,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
210,HUVECs,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
211,signature,1,PHENOTYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
212,GeneLab Dataset,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
213,cardiomyocytes,1,CELL_TYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
214,cardiomyocytes,1,CELL_TYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
215,whole body,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
216,56 Fe,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
217,Human Umbilical Vein Endothelial Cells,1,CELL_TYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
219,GLDS-52 for Human Umbilical Vein Endothelial Cells,1,CELL_TYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
220,variance,1,GENE_PRODUCT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
221,Heat maps,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
222,clustering of,1,PHENOTYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
223,significantly,1,PHENOTYPE,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
224,Euclidean distance calculation,1,EXPERIMENT,Global Analysis of Simulated Space Radiation Ground Experiments Compared to Spaceflight Samples
225,launched,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
226,ISS,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
227,culture,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
228,ISS,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
229,Russian,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
230,ESA,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
231,Columbus,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
232,almost constant,1,EXPERIMENT,Dose Received by HUVECs Flown in Space
233,220.43 µGy/day,1,EXPERIMENT,Dose Received by HUVECs Flown in Space
234,1.90 µGy/day,1,EXPERIMENT,Dose Received by HUVECs Flown in Space
235,ISS,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
236,GCR,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
237,particle,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
238,energy loss,1,PHENOTYPE,Dose Received by HUVECs Flown in Space
239,unit path length,1,EXPERIMENT,Dose Received by HUVECs Flown in Space
240,Linear energy transfer,1,EXPERIMENT,Dose Received by HUVECs Flown in Space
241,particle,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
242,high-,1,EXPERIMENT,Dose Received by HUVECs Flown in Space
243,low-energy,1,EXPERIMENT,Dose Received by HUVECs Flown in Space
244,protons,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
245,Linear,1,GENE_PRODUCT,Dose Received by HUVECs Flown in Space
246,gene set enrichment analysis,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
247,GSEA,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
248,Hallmark,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
249,controls,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
251,Reactome,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
252,GSEA,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
253,pathways,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
254,cardiomyocytes,1,CELL_TYPE,Common Pathways between Simulated Space Radiation and Spaceflight Samples
255,samples,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
256,HUVEC,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
257,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
258,downregulated,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
259,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
260,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
261,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
262,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
263,fatty acid metabolism,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
264,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
265,mitochondria,1,ANATOMICAL_SITE,Common Pathways between Simulated Space Radiation and Spaceflight Samples
266,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
267,low levels,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
268,phosphorylation,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
269,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
270,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
271,MYC,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
272,Reactive oxygen species,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
273,pogenesis,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
274,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
276,MYC,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
277,heme metabolism,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
279,pathways,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
280,influence,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
281,cell cycle,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
282,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
283,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
284,cell cycle pathways,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
285,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
286,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
287,ROS,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
288,DNA repair,1,EXPERIMENT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
289,hallmark,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
290,DNA,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
291,DNA,1,GENE_PRODUCT,Common Pathways between Simulated Space Radiation and Spaceflight Samples
292,condition,1,PHENOTYPE,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
293,pathways,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
294,protons,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
296,TGFβ signaling,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
297,the overall system,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
298,proton irradiation,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
299,pathways,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
301,GSEA,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
302,MYC,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
303,mTOR,1,PATHWAY,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
304,IPA,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
305,comparisons,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
306,IPA,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
307,principal,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
308,cardiomyocyte samples,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
309,protons,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
310,upstream,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
311,canonical pathways,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
312,samples,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
313,IPA functional predictions,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
314,cardiomyocytes,1,CELL_TYPE,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
315,56 Fe,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
316,together,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
317,IPA,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
318,condition,1,PHENOTYPE,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
319,pathways,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
320,protons,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
322,TGFβ signaling,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
323,the overall system,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
324,proton irradiation,1,EXPERIMENT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
325,pathways,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
327,GSEA,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
328,MYC,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
329,mTOR,1,PATHWAY,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
330,IPA,1,GENE_PRODUCT,The Biological Pathways Elicited by Protons Have Stronger Overlap with Spaceflight Samples Than Those Elicited by 56 Fe Ions
