:START_ID,:END_ID,type:TYPE,method,trigger,evidence_span,section_heading,sentence_id:int
28,34,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
28,35,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
30,31,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
30,34,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
30,35,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
31,34,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
31,35,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
34,35,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Space radiation observed on the International Space Station (ISS) is quite different from ionizing radiation found on Earth and is composed primarily of protons (both high and low energy) and HZE ions (high (H) atomic number (Z) and energy ,INTRODUCTION,10
37,38,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,The strong carcinogenic potential of HZE,INTRODUCTION,11
41,42,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
41,43,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
41,44,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
41,45,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
41,46,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
41,47,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
42,43,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
42,44,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
42,45,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
42,46,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
42,47,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
43,44,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
43,45,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
43,46,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
43,47,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
44,45,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
44,46,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
44,47,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
45,46,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
45,47,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
46,47,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14] has been a concern for many decades and has been considered the biggest risk factor for human health in missions beyond LEO [13,15].In contrast, in LEO, where the ISS is located, the radiation dose from HZE is reduced due to the protec",INTRODUCTION,12
48,49,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,An additional risk for missions beyond LEO is from acute doses of high-energy protons from periodic solar particle events (SPEs),INTRODUCTION,13
48,51,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,An additional risk for missions beyond LEO is from acute doses of high-energy protons from periodic solar particle events (SPEs),INTRODUCTION,13
49,51,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,An additional risk for missions beyond LEO is from acute doses of high-energy protons from periodic solar particle events (SPEs),INTRODUCTION,13
52,53,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
52,54,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
52,55,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
52,56,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
52,57,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
52,58,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
53,54,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
53,55,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
53,56,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
53,57,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
53,58,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
54,55,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
54,56,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
54,57,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
54,58,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
55,56,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
55,57,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
55,58,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
56,57,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
56,58,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
57,58,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[14].Data on the biological effects of space radiation has been obtained sporadically in true space conditions from samples flown in LEO (ISS, Space Shuttle, Mir Space Station, satellites carrying biology payloads).The majority of our data ",INTRODUCTION,14
59,60,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[17].To this day, a variety of results indicates that space radiation can increased cancer risk as well as contribute to diseases of the central nervous system (CNS), muscle degeneration, bone loss, and cardiovascular disease",INTRODUCTION,15
59,61,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[17].To this day, a variety of results indicates that space radiation can increased cancer risk as well as contribute to diseases of the central nervous system (CNS), muscle degeneration, bone loss, and cardiovascular disease",INTRODUCTION,15
60,61,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[17].To this day, a variety of results indicates that space radiation can increased cancer risk as well as contribute to diseases of the central nervous system (CNS), muscle degeneration, bone loss, and cardiovascular disease",INTRODUCTION,15
67,68,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Data from atomic bomb survivors, albeit with different types of radiation, on increased incidence of cardiovascular disease have shown long-lasting effects decades after radiation exposure impacting increased ischemic heart disease, hyperte",INTRODUCTION,18
69,72,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[21][22][23].Animal and cell culture models have been used to simulate HZE particle and proton radiation and have shown that low doses of high-LET radiation can drastically affect the cardiovascular system [7,20,[24][25][26][27][28].Specifi",INTRODUCTION,20
69,78,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[21][22][23].Animal and cell culture models have been used to simulate HZE particle and proton radiation and have shown that low doses of high-LET radiation can drastically affect the cardiovascular system [7,20,[24][25][26][27][28].Specifi",INTRODUCTION,20
69,79,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[21][22][23].Animal and cell culture models have been used to simulate HZE particle and proton radiation and have shown that low doses of high-LET radiation can drastically affect the cardiovascular system [7,20,[24][25][26][27][28].Specifi",INTRODUCTION,20
69,81,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[21][22][23].Animal and cell culture models have been used to simulate HZE particle and proton radiation and have shown that low doses of high-LET radiation can drastically affect the cardiovascular system [7,20,[24][25][26][27][28].Specifi",INTRODUCTION,20
69,83,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[21][22][23].Animal and cell culture models have been used to simulate HZE particle and proton radiation and have shown that low doses of high-LET radiation can drastically affect the cardiovascular system [7,20,[24][25][26][27][28].Specifi",INTRODUCTION,20
69,85,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[21][22][23].Animal and cell culture models have been used to simulate HZE particle and proton radiation and have shown that low doses of high-LET radiation can drastically affect the cardiovascular system [7,20,[24][25][26][27][28].Specifi",INTRODUCTION,20
