id:ID,mention,frequency:int,node_type:LABEL,sections
138,MRL,1,GENE_PRODUCT,DISCUSSION
140,MRL,1,GENE_PRODUCT,DISCUSSION
141,CDKN1a,1,GENE_PRODUCT,DISCUSSION
143,CDKN1a,1,GENE_PRODUCT,DISCUSSION
144,ROS,1,GENE_PRODUCT,DISCUSSION
145,CDKN1a,1,GENE_PRODUCT,DISCUSSION
146,ROS,1,GENE_PRODUCT,DISCUSSION
147,Ccnd1,1,GENE_PRODUCT,DISCUSSION
148,Mul1,1,GENE_PRODUCT,DISCUSSION
149,Cradd,1,GENE_PRODUCT,DISCUSSION
150,Hecw2,1,GENE_PRODUCT,DISCUSSION
151,MAPK10,1,GENE_PRODUCT,DISCUSSION
152,TGF,1,GENE_PRODUCT,DISCUSSION
153,Egr1,1,GENE_PRODUCT,DISCUSSION
155,Myod1,1,GENE_PRODUCT,DISCUSSION
156,Egr1,1,GENE_PRODUCT,DISCUSSION
159,Myod1,1,GENE_PRODUCT,DISCUSSION
160,Myod1,1,GENE_PRODUCT,DISCUSSION
161,CDKN1a,1,GENE_PRODUCT,DISCUSSION
162,CDKN1a,1,GENE_PRODUCT,DISCUSSION
163,Egr1,1,GENE_PRODUCT,DISCUSSION
165,Egr1,1,GENE_PRODUCT,DISCUSSION
166,Egr1,1,GENE_PRODUCT,DISCUSSION
167,Egr1,1,GENE_PRODUCT,DISCUSSION
168,Egr1,1,GENE_PRODUCT,DISCUSSION
169,CSF,1,GENE_PRODUCT,DISCUSSION
170,TGF,1,GENE_PRODUCT,DISCUSSION
171,Sox9,1,GENE_PRODUCT,DISCUSSION
172,NFkB,1,GENE_PRODUCT,DISCUSSION
173,Vitamin,1,GENE_PRODUCT,DISCUSSION
174,NFkB,1,GENE_PRODUCT,DISCUSSION
175,IkBa,1,GENE_PRODUCT,DISCUSSION
176,NFkB,1,GENE_PRODUCT,DISCUSSION
177,NFkB,1,GENE_PRODUCT,DISCUSSION
178,MAP,1,GENE_PRODUCT,DISCUSSION
179,ERK,1,GENE_PRODUCT,DISCUSSION
180,Sox9,1,GENE_PRODUCT,DISCUSSION
182,Sox9,1,GENE_PRODUCT,DISCUSSION
183,Sox9,1,GENE_PRODUCT,DISCUSSION
184,Sox9,1,GENE_PRODUCT,DISCUSSION
185,Sox9,1,GENE_PRODUCT,DISCUSSION
186,Rps6kb1,1,GENE_PRODUCT,DISCUSSION
187,BAD,1,GENE_PRODUCT,DISCUSSION
189,CDKN1a,1,GENE_PRODUCT,CONCLUSION
190,AEM,1,GENE_PRODUCT,Animals
191,AEM,1,GENE_PRODUCT,Animals
192,TRAP,1,GENE_PRODUCT,Animals
194,RNA,1,GENE_PRODUCT,Animals
196,4uC,1,EXPERIMENTAL_CONDITION,Animals
197,PBS,1,GENE_PRODUCT,Animals
198,PBS,1,GENE_PRODUCT,Animals
200,Kontich,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
201,PBS,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
206,NRecon,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
210,CTan,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
211,Skyscan,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
212,CTan,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
213,CTvox,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
214,Skyscan,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
217,GraphPad,1,GENE_PRODUCT,Micro-Computed Tomography (mCT)
218,TXM,1,GENE_PRODUCT,Nano-Computed Tomography (NanoCT)
219,Ischia,1,GENE_PRODUCT,Nano-Computed Tomography (NanoCT)
220,PBS,1,GENE_PRODUCT,Nano-Computed Tomography (NanoCT)
225,Lacunar,1,GENE_PRODUCT,Nano-Computed Tomography (NanoCT)
228,EtOH,1,REAGENT,Tartrate Resistant Acid Phosphatase (TRAP) Staining
229,EtOH,1,REAGENT,Tartrate Resistant Acid Phosphatase (TRAP) Staining
230,EtOH,1,REAGENT,Tartrate Resistant Acid Phosphatase (TRAP) Staining
233,SPOT,1,GENE_PRODUCT,Tartrate Resistant Acid Phosphatase (TRAP) Staining
234,CCD,1,GENE_PRODUCT,Tartrate Resistant Acid Phosphatase (TRAP) Staining
235,Olympus,1,GENE_PRODUCT,Tartrate Resistant Acid Phosphatase (TRAP) Staining
236,RNA,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
237,TRIzol,1,REAGENT,RNA Isolation and RT-qPCR Analysis
238,TRIzol,1,REAGENT,RNA Isolation and RT-qPCR Analysis
240,RNA,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
241,RNA,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
244,4uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
245,RNA,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
246,EtOH,1,REAGENT,RNA Isolation and RT-qPCR Analysis
247,4uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
248,RNeasy,1,REAGENT,RNA Isolation and RT-qPCR Analysis
249,Qiagen,1,REAGENT,RNA Isolation and RT-qPCR Analysis
250,Nanodrop,1,REAGENT,RNA Isolation and RT-qPCR Analysis
251,NFkB,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
253,Gusb,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
254,Hprt1,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
255,Gapdh,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
256,Actb,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
257,PCR,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
259,42uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
261,42uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
263,95uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
264,PCR,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
265,Qiagen,1,REAGENT,RNA Isolation and RT-qPCR Analysis
266,95uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
269,95uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
271,60uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
272,95uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
274,60uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
275,95uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
277,60uC,1,EXPERIMENTAL_CONDITION,RNA Isolation and RT-qPCR Analysis
279,Gusb,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
280,Gapdh,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
281,Actb,1,GENE_PRODUCT,RNA Isolation and RT-qPCR Analysis
283,IgG,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
284,Jackson,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
286,95uC,1,EXPERIMENTAL_CONDITION,Immunohistochemical and Immunocytochemical Analysis
288,PBS,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
290,Donkey,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
291,PBS,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
292,PBS,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
293,PBS,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
295,EtOH,1,REAGENT,Immunohistochemical and Immunocytochemical Analysis
296,Olympus,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
297,Hoechst,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
301,Hoechst,1,GENE_PRODUCT,Immunohistochemical and Immunocytochemical Analysis
PUB_PMC3630201,PMC3630201,1,PUBLICATION,
