:START_ID,:END_ID,type:TYPE,method,trigger,evidence_span,section_heading,sentence_id:int
150,151,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Although we have found no cellular evidence of increased apoptosis, several apoptosis-related genes were also upregulated in flight samples including Cradd, Dapk1, Fbxo31, Hecw2 and MAPK10 (Table 3).The expression of these genes without inc",DISCUSSION,144
152,153,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"We found message expression reductions in TGF-b2; FGF1 and 3; BMP4; Egr1; and Csf3 (Fig. 5, Table 3).Tgf-b is produced by osteoblasts and deposited in bone matrix during bone formation, and released by osteoclasts during bone resorption",DISCUSSION,147
155,156,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[66].Several additional genes associated with cell growth and differentiation including Myod1, Twist1, and Egr1 were also altered in spaceflight (Fig.",DISCUSSION,153
161,162,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Decreased Myod1 expression suggests a decrease in CDKN1a/p21 levels associated with cell differentiation, and leads us to hypothesize that the CDKN1a/p21 elevation we observe in spaceflight is independent of differentiation, and possibly in",DISCUSSION,156
167,168,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Furthermore, decreased levels of Egr1 leads to decreased formation of the Egr1/Sp1 complex resulting in increased levels of free Sp1 available for binding to the m-CSF promoter, increased m-CSF expression, and consequently, more osteoclast ",DISCUSSION,160
167,169,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Furthermore, decreased levels of Egr1 leads to decreased formation of the Egr1/Sp1 complex resulting in increased levels of free Sp1 available for binding to the m-CSF promoter, increased m-CSF expression, and consequently, more osteoclast ",DISCUSSION,160
167,170,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Furthermore, decreased levels of Egr1 leads to decreased formation of the Egr1/Sp1 complex resulting in increased levels of free Sp1 available for binding to the m-CSF promoter, increased m-CSF expression, and consequently, more osteoclast ",DISCUSSION,160
168,169,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Furthermore, decreased levels of Egr1 leads to decreased formation of the Egr1/Sp1 complex resulting in increased levels of free Sp1 available for binding to the m-CSF promoter, increased m-CSF expression, and consequently, more osteoclast ",DISCUSSION,160
168,170,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Furthermore, decreased levels of Egr1 leads to decreased formation of the Egr1/Sp1 complex resulting in increased levels of free Sp1 available for binding to the m-CSF promoter, increased m-CSF expression, and consequently, more osteoclast ",DISCUSSION,160
169,170,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Furthermore, decreased levels of Egr1 leads to decreased formation of the Egr1/Sp1 complex resulting in increased levels of free Sp1 available for binding to the m-CSF promoter, increased m-CSF expression, and consequently, more osteoclast ",DISCUSSION,160
172,173,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Vdr gene expression is stimulated by Ras/Raf/MAP kinase signaling through the AP-1 site on the Vdr promoter [46,70].Vitamin D has been shown to modulate NFkB activity in multiple cell types, which suggests a role for the Vitamin D receptor ",DISCUSSION,162
172,174,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Vdr gene expression is stimulated by Ras/Raf/MAP kinase signaling through the AP-1 site on the Vdr promoter [46,70].Vitamin D has been shown to modulate NFkB activity in multiple cell types, which suggests a role for the Vitamin D receptor ",DISCUSSION,162
173,174,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Vdr gene expression is stimulated by Ras/Raf/MAP kinase signaling through the AP-1 site on the Vdr promoter [46,70].Vitamin D has been shown to modulate NFkB activity in multiple cell types, which suggests a role for the Vitamin D receptor ",DISCUSSION,162
175,176,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Vdr-null mice have been shown to have decreased IkBa levels due to loss of vdr-p65 interaction affecting NFkB transcriptional activity [48].This could provide an additional mechanism for the observed inhibition of NFkB activation in our spa,DISCUSSION,163
175,177,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Vdr-null mice have been shown to have decreased IkBa levels due to loss of vdr-p65 interaction affecting NFkB transcriptional activity [48].This could provide an additional mechanism for the observed inhibition of NFkB activation in our spa,DISCUSSION,163
176,177,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Vdr-null mice have been shown to have decreased IkBa levels due to loss of vdr-p65 interaction affecting NFkB transcriptional activity [48].This could provide an additional mechanism for the observed inhibition of NFkB activation in our spa,DISCUSSION,163
178,179,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"The MAP kinase-ERK pathway is also known to activate the transcription factor Sox9 [71], which is a regulatory factor required for chondrocyte differentiation",DISCUSSION,164
178,180,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"The MAP kinase-ERK pathway is also known to activate the transcription factor Sox9 [71], which is a regulatory factor required for chondrocyte differentiation",DISCUSSION,164
179,180,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"The MAP kinase-ERK pathway is also known to activate the transcription factor Sox9 [71], which is a regulatory factor required for chondrocyte differentiation",DISCUSSION,164
182,183,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[72].Activation of Sox9 by p38-MAP kinase signaling results in chondrocyte growth and differentiation while depression of Sox9 transcription results in cartilage degeneration and osteo-arthritis [55,73].Additionally, Sox9 is important for e",DISCUSSION,165
182,184,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[72].Activation of Sox9 by p38-MAP kinase signaling results in chondrocyte growth and differentiation while depression of Sox9 transcription results in cartilage degeneration and osteo-arthritis [55,73].Additionally, Sox9 is important for e",DISCUSSION,165
182,185,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[72].Activation of Sox9 by p38-MAP kinase signaling results in chondrocyte growth and differentiation while depression of Sox9 transcription results in cartilage degeneration and osteo-arthritis [55,73].Additionally, Sox9 is important for e",DISCUSSION,165
183,184,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[72].Activation of Sox9 by p38-MAP kinase signaling results in chondrocyte growth and differentiation while depression of Sox9 transcription results in cartilage degeneration and osteo-arthritis [55,73].Additionally, Sox9 is important for e",DISCUSSION,165
183,185,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[72].Activation of Sox9 by p38-MAP kinase signaling results in chondrocyte growth and differentiation while depression of Sox9 transcription results in cartilage degeneration and osteo-arthritis [55,73].Additionally, Sox9 is important for e",DISCUSSION,165
184,185,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"[72].Activation of Sox9 by p38-MAP kinase signaling results in chondrocyte growth and differentiation while depression of Sox9 transcription results in cartilage degeneration and osteo-arthritis [55,73].Additionally, Sox9 is important for e",DISCUSSION,165
186,187,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Rps6kb1, a down-stream effector of the Pi3K/Akt/mTOR pathway, was also down-regulated in spaceflight (Table 3), and is involved in cell proliferation through the activation of protein synthesis by Eif4e and inhibition of apoptosis through p",DISCUSSION,166
197,198,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"The pelvic ischium and proximal femur were fixed in 4% paraformaldehyde for 24 h at 4uC, washed twice with PBS, and stored in PBS at 4uC.The pelvic ischium was used for microcomputed tomography (mCT) and nano-computed tomography (nCT), whil",Animals,189
210,211,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"For analysis, a selected region of 4.89 mm (720 slices), starting from 5 slices proximal to caudal apex of the obturator foramen through ischial tuberosity (Fig. 1A), was analyzed using CTan software (Skyscan v1.10.9.0).A global binarizatio",Micro-Computed Tomography (mCT),197
213,214,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,These images were loaded into CTvox 3D visualization program (Skyscan v1.0.or479) for a qualitative comparison of bone thickness between flight and ground control groups.,Micro-Computed Tomography (mCT),202
219,220,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Ischia from seven ground control and eight spaceflight mice were fixed in 4% paraformaldehyde and stored in PBS, prior to cutting 30 mm thick cortical bone sections using single-use steel histology blades.",Nano-Computed Tomography (NanoCT),207
233,234,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Images were acquired immediately after staining at magnifications of 206 and 406 using a SPOT RT slider cooled CCD camera attached to an Olympus BX51 microscope.,Tartrate Resistant Acid Phosphatase (TRAP) Staining,225
233,235,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Images were acquired immediately after staining at magnifications of 206 and 406 using a SPOT RT slider cooled CCD camera attached to an Olympus BX51 microscope.,Tartrate Resistant Acid Phosphatase (TRAP) Staining,225
234,235,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,Images were acquired immediately after staining at magnifications of 206 and 406 using a SPOT RT slider cooled CCD camera attached to an Olympus BX51 microscope.,Tartrate Resistant Acid Phosphatase (TRAP) Staining,225
236,240,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Total RNA was isolated from both RNAlater-fixed pelvic ilia (flushed of bone marrow) from spaceflight and ground control animals using the TRIzol method (Invitrogen).Briefly, ilia were homogenized with a hand held homogenizer in 1 ml of TRI",RNA Isolation and RT-qPCR Analysis,232
236,241,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Total RNA was isolated from both RNAlater-fixed pelvic ilia (flushed of bone marrow) from spaceflight and ground control animals using the TRIzol method (Invitrogen).Briefly, ilia were homogenized with a hand held homogenizer in 1 ml of TRI",RNA Isolation and RT-qPCR Analysis,232
240,241,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Total RNA was isolated from both RNAlater-fixed pelvic ilia (flushed of bone marrow) from spaceflight and ground control animals using the TRIzol method (Invitrogen).Briefly, ilia were homogenized with a hand held homogenizer in 1 ml of TRI",RNA Isolation and RT-qPCR Analysis,232
253,254,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
253,255,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
253,256,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
253,257,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
254,255,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
254,256,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
254,257,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
255,256,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
255,257,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
256,257,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Each array consisted of primer sets for 84 pathway-focused genes of interest, five reference genes (Gusb, Hprt1, Hsp90ab1, Gapdh, and Actb), one genomic DNA contamination control, three positive PCR controls and three positive reverse trans",RNA Isolation and RT-qPCR Analysis,238
279,280,GENE_PRODUCT_INTERACTS_WITH_GENE_PRODUCT,COOC,,"Real-time PCR conditions were as follows: one cycle 95uC for 10 min, 40 cycles of 95uC for 15 s and 60uC for 1 min, followed by one cycle of 95uC for 15 s, 60uC for 1 min, 95uC for 15 s and 60uC for 15 s.Gene expression levels from all arra",RNA Isolation and RT-qPCR Analysis,243
