id:ID,mention,frequency:int,node_type:LABEL,sections
43,RhoA,1,GENE_PRODUCT,Cancer Stem Cells
44,Immune,1,GENE_PRODUCT,Cancer Stem Cells
45,NF-κB,1,GENE_PRODUCT,Cancer Stem Cells
46,VEGF,1,GENE_PRODUCT,Cancer Stem Cells
47,CSCs,1,GENE_PRODUCT,Cancer Stem Cells
50,ELKIN1,1,GENE_PRODUCT,Cancer Stem Cells
51,Microgravity,1,PHENOTYPE,Cancer Stem Cells
52,ELKIN1,1,GENE_PRODUCT,Cancer Stem Cells
54,ELKIN1,1,GENE_PRODUCT,Cancer Stem Cells
56,RPM,1,GENE_PRODUCT,Microvascular Endothelial Cells
63,Microgravity,1,PHENOTYPE,Bone Health and Mechanotransduction
64,ISS,1,GENE_PRODUCT,Bone Health and Mechanotransduction
65,YAP,1,GENE_PRODUCT,Bone Health and Mechanotransduction
66,YAP,1,GENE_PRODUCT,Bone Health and Mechanotransduction
67,RNA,1,GENE_PRODUCT,Kidney Cells
70,SREBF2,1,GENE_PRODUCT,Kidney Cells
72,Ovarian,1,GENE_PRODUCT,Reproductive System Ovarian Follicles and Egg Quality
74,Electron,1,GENE_PRODUCT,Reproductive System Ovarian Follicles and Egg Quality
75,ATP,1,GENE_PRODUCT,Cardiomyocyte Maturation and Functionality
76,Hippo,1,PATHWAY,Impacts on Stem Cells and Cell Regeneration
77,Hippo,1,PATHWAY,Impacts on Stem Cells and Cell Regeneration
79,Hippo,1,PATHWAY,Impacts on Stem Cells and Cell Regeneration
80,SAV1,1,GENE_PRODUCT,Impacts on Stem Cells and Cell Regeneration
81,WWC1,1,GENE_PRODUCT,Impacts on Stem Cells and Cell Regeneration
82,MOB1,1,GENE_PRODUCT,Impacts on Stem Cells and Cell Regeneration
83,RUNX1,1,GENE_PRODUCT,Impacts on Stem Cells and Cell Regeneration
84,GATA3,1,GENE_PRODUCT,Impacts on Stem Cells and Cell Regeneration
85,STRIPAK,1,GENE_PRODUCT,Impacts on Stem Cells and Cell Regeneration
86,Hippo,1,PATHWAY,Hematopoietic Differentiation
87,SAV1,1,GENE_PRODUCT,Hematopoietic Differentiation
88,WWC1,1,GENE_PRODUCT,Hematopoietic Differentiation
89,MOB1,1,GENE_PRODUCT,Hematopoietic Differentiation
90,RUNX1,1,GENE_PRODUCT,Hematopoietic Differentiation
91,GATA3,1,GENE_PRODUCT,Hematopoietic Differentiation
92,STRIPAK,1,GENE_PRODUCT,Hematopoietic Differentiation
93,RPM,1,GENE_PRODUCT,Hematopoietic Differentiation
94,VEGF,1,GENE_PRODUCT,Hematopoietic Differentiation
96,RUNX1,1,GENE_PRODUCT,Hematopoietic Differentiation
97,GATA1,1,GENE_PRODUCT,Hematopoietic Differentiation
99,mTOR,1,PATHWAY,Hematopoietic Differentiation
100,Bad,1,GENE_PRODUCT,Hematopoietic Differentiation
101,Akt,1,GENE_PRODUCT,Hematopoietic Differentiation
102,BAD,1,GENE_PRODUCT,Hematopoietic Differentiation
103,Notch,1,PATHWAY,Hematopoietic Differentiation
104,RUNX1,1,GENE_PRODUCT,Hematopoietic Differentiation
105,Microgravity,1,PHENOTYPE,Cell Proliferation and Regenerative Therapies
108,PI3K-Akt,1,PATHWAY,Cell Proliferation and Regenerative Therapies
109,mTOR,1,PATHWAY,Cell Proliferation and Regenerative Therapies
111,Fur,1,GENE_PRODUCT,Molecular Mechanisms Driving Virulence
112,Hfq,1,GENE_PRODUCT,Effects on Biofilm Formation and Stress Response
113,Hfq,1,GENE_PRODUCT,Effects on Biofilm Formation and Stress Response
114,Microgravity,1,PHENOTYPE,Effects on Biofilm Formation and Stress Response
115,Microgravity,1,PHENOTYPE,DISCUSSION
116,Mars,1,GENE_PRODUCT,DISCUSSION
PUB_PMC11988870,PMC11988870,1,PUBLICATION,
